1.6674,0.88357,1
0.51889,-1.6379,1
1.8043,-0.061527,1
0.99565,0.43832,1
0.55731,-0.086033,1
1.5028,-0.36389,1
1.5052,0.72633,1
3.0251,1.9018,1
-0.3012,-1.7515,1
0.29797,-0.60469,1
-0.22345,-0.017504,1
0.42988,-0.75221,1
0.49461,-1.2128,1
0.55857,-0.25789,1
0.53107,-0.71123,1
0.48961,-0.62353,1
0.76287,0.056393,1
1.4282,0.30969,1
2.1137,0.6621,1
0.63504,-0.911,1
2.8274,0.96979,1
1.8728,0.084099,1
2.2197,0.61264,1
0.019799,0.27215,1
-0.82819,-1.374,1
1.3269,-0.068057,1
1.3443,0.19874,1
-0.70026,-1.213,1
-0.48587,-1.0231,1
1.3521,0.47288,1
2.0365,1.4835,1
2.3563,0.87875,1
0.081737,-0.52154,1
1.6046,0.11253,1
1.6142,-0.62397,1
0.96792,-0.36882,1
-0.051871,0.0092898,1
-0.10448,-1.0963,1
1.7405,1.2055,1
-0.68207,-0.98456,1
0.70507,-0.59429,1
1.1405,1.2604,1
2.093,1.3984,1
0.64085,0.25423,1
-0.39249,-1.6598,1
1.348,-0.10981,1
0.28034,-0.18786,1
2.7775,2.1418,1
0.13206,-0.71018,1
1.171,1.164,1
3.0424,1.5573,1
2.0541,1.2741,1
0.98308,-0.011513,1
1.4792,1.0397,1
3.4027,1.7259,1
2.4006,1.1017,1
-0.3284,-1.9677,1
1.1847,0.32912,1
2.0649,0.90573,1
-0.53485,-0.91102,1
1.2887,0.43386,1
0.93184,-0.45613,1
1.2884,0.62912,1
0.19492,0.92203,1
-0.82699,-1.8465,1
-0.072433,-0.29857,1
2.8749,1.1533,1
0.87027,-0.64884,1
0.048469,-1.4349,1
2.4679,1.5195,1
1.919,0.75513,1
0.13741,-0.16586,1
2.075,0.74595,1
2.1104,0.1831,1
0.22624,-0.73802,1
1.5399,0.38765,1
0.62926,0.070848,1
2.2508,0.27438,1
-0.26207,-2.1155,1
0.59147,-0.051522,1
1.8208,0.1907,1
0.92047,-0.35809,1
1.5764,0.79134,1
2.7375,1.401,1
0.57364,-0.24213,1
-0.095825,-0.16608,1
2.5623,1.8894,1
0.5626,-0.34776,1
1.3183,-0.064376,1
0.41804,-1.1818,1
-0.5688,-1.0656,1
0.052665,0.62998,1
2.3122,1.678,1
0.58486,-0.19714,1
0.84982,-0.77888,1
1.3,-0.49549,1
2.1768,0.62344,1
1.1524,-2.1234,1
0.74151,0.043642,1
0.14753,0.06412,1
3.1106,1.1016,0
2.6729,0.7622,0
4.3529,2.471,0
2.5723,0.37399,0
2.4206,-0.17203,0
3.926,2.0204,0
3.0055,0.69902,0
2.3655,0.60058,0
3.8583,1.4105,0
2.5192,0.020949,0
4.4897,1.729,0
2.3706,0.55608,0
2.406,1.3174,0
2.3713,0.52154,0
3.3563,1.5344,0
4.3051,2.2373,0
3.3657,1.4294,0
3.7721,2.726,0
4.2553,1.7892,0
2.8717,0.81524,0
3.9486,1.5601,0
2.8755,1.1992,0
5.0999,3.0012,0
3.2603,1.0916,0
2.4545,0.83255,0
3.1004,0.65201,0
2.2671,0.39244,0
1.4758,-0.28437,0
3.3498,2.0008,0
3.2329,1.4444,0
3.654,1.603,0
2.155,-0.34531,0
2.1949,-0.36576,0
2.5092,0.81577,0
1.9943,-0.21034,0
5.6914,3.3171,0
3.3715,0.95541,0
2.3469,0.49135,0
3.4243,1.4812,0
4.2295,2.8671,0
3.6776,2.4022,0
3.9166,2.2877,0
3.4807,1.9052,0
1.4929,-0.86628,0
2.2401,0.87219,0
4.0598,1.5434,0
2.8019,0.12454,0
3.2592,2.6134,0
3.5549,1.6383,0
1.9786,-0.20825,0
3.1901,1.1746,0
2.5652,0.63877,0
1.5258,-1.2291,0
3.3932,1.042,0
2.1559,0.47105,0
2.4972,0.56294,0
1.6608,-0.93014,0
2.397,0.2431,0
3.4395,1.3302,0
4.5715,2.4498,0
1.8685,-0.75016,0
3.3453,1.4221,0
3.5234,2.1375,0
4.044,1.2453,0
4.2599,2.3251,0
1.8941,0.59039,0
3.0614,1.221,0
4.2307,2.3644,0
3.5451,1.2835,0
4.4,2.1793,0
4.2165,1.5959,0
5.3438,3.0565,0
0.37998,-1.5989,0
2.6681,0.4145,0
2.6614,1.3261,0
1.5764,-0.33228,0
2.4788,0.80547,0
4.4222,2.4436,0
3.0593,0.61098,0
3.9606,1.0408,0
4.6349,1.8465,0
2.7097,0.85904,0
2.5904,0.50005,0
1.6829,0.14565,0
2.7227,0.58482,0
2.2853,-0.2196,0
2.7807,0.84463,0
2.7744,1.2769,0
2.2716,0.46017,0
1.8553,-0.11127,0
2.6223,0.4766,0
3.0146,1.5659,0
2.1043,0.59243,0
3.3522,1.1297,0
2.8559,0.28341,0
2.7393,0.3672,0
3.9117,1.9659,0
5.3062,2.5993,0
3.8476,1.5942,0
3.6427,1.5251,0
